task_id,occ,occ_title,function,task,passes,why,not_called,physical,physical_both,physical_onet_codes,physical_sonnet,physical_gpt6,accountable,agreed_all_three,contested,blocked_by_missing_check,time_share,task_payroll_usd,horizon_sonnet,check_sonnet,stakes_sonnet,spec_entropy_sum_sonnet,passes_by_sonnet,horizon_gemini,check_gemini,stakes_gemini,spec_entropy_sum_gemini,passes_by_gemini,horizon_gpt6,check_gpt6,stakes_gpt6,spec_entropy_sum_gpt6,passes_by_gpt6
6542,25-2021,"Elementary School Teachers, Except Special Education",Education,Assign and grade class work and homework.,False,no existing check settles it,False,False,False,False,False,False,False,False,False,True,0.0342392543096526,3328052409.9739413,1,1,0,3,False,1,1,0,2,False,2,1,2,6,False
7,11-2022,Sales Managers,Sales,Confer or consult with department heads to plan advertising services and to secure information on equipment and customer specifications.,False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.034283731855856585,3325790695.6232553,2,0,1,7,False,3,1,3,10,False,1,1,2,6,False
713,41-2031,Retail Salespersons,Retail front line,"Sell or arrange for delivery, insurance, financing, or service contracts for merchandise.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,True,False,0.02357362207475795,3317418621.677974,3,1,2,7,False,1,2,2,4,True,2,1,4,7,False
2493,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",Finance,Code documents according to company procedures.,True,"checkable fast, an existing check settles it, survivable if wrong",False,False,False,False,False,False,False,False,True,False,0.043684688822025836,3307951518.633023,0,2,0,1,True,1,2,1,2,True,1,1,2,3,False
7775,29-1215,Family Medicine Physicians,Clinical,Explain procedures and discuss test results or prescribed treatments with patients.,False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.11876787455157112,3291024525.065586,1,1,1,4,False,1,1,3,6,False,1,1,4,6,False
721,41-3021,Insurance Sales Agents,Sales,"Sell various types of insurance policies to businesses and individuals on behalf of insurance companies, including automobile, fire, life, property, medical and dental insurance, or specialized policies, such as marine, farm/crop, and medical malpractice.",False,nobody can tell quickly whether it worked,False,False,False,False,False,False,False,False,False,False,0.08706183640401365,3284511007.560839,3,0,2,6,False,3,0,2,11,False,3,2,3,8,False
18340,29-1141,Registered Nurses,Clinical,Conduct pulmonary assessments to identify abnormal respiratory patterns or breathing sounds that indicate problems.,False,physical work — out of reach whatever its structure,False,True,True,False,True,True,False,False,False,False,0.010165561282003643,3281588077.675065,1,1,3,4,False,1,1,4,4,False,1,1,4,3,False
2795,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Admin,Complete forms in accordance with company procedures.,True,"checkable fast, an existing check settles it, survivable if wrong",False,False,False,False,False,False,False,False,True,False,0.039629250341550994,3280043093.2545476,1,2,1,1,True,0,2,1,2,True,1,1,2,3,False
6553,25-2021,"Elementary School Teachers, Except Special Education",Education,Enforce administration policies and rules governing students.,False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.03371711905704363,3277300910.8302307,2,1,1,3,False,2,1,1,8,False,2,1,3,7,False
513,29-2061,Licensed Practical and Licensed Vocational Nurses,Clinical,Supervise nurses' aides or assistants.,False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.08089334496484091,3276574203.254004,4,1,2,6,False,3,1,3,11,False,3,1,4,6,False
5442,13-1161,Market Research Analysts and Marketing Specialists,Marketing,Monitor industry statistics and follow trends in trade literature.,False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.04418421114587697,3276252938.1245837,5,0,0,4,False,2,1,1,3,False,1,1,1,1,False
841,43-9061,"Office Clerks, General",Admin,"Count, weigh, measure, or organize materials.",False,physical work — out of reach whatever its structure,False,True,True,False,True,True,False,False,False,False,0.02865833707273836,3268204741.1219573,0,2,1,0,False,0,2,1,0,False,0,2,1,2,False
20183,13-2052,Personal Financial Advisors,Finance,"Review clients' accounts and plans regularly to determine whether life changes, economic changes, environmental concerns, or financial performance indicate a need for plan reassessment.",False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.07574015807943969,3265066054.180294,3,0,2,7,False,2,1,3,7,False,1,1,3,6,False
728,41-3021,Insurance Sales Agents,Sales,"Perform administrative tasks, such as maintaining records and handling policy renewals.",True,"checkable fast, an existing check settles it, survivable if wrong",False,False,False,False,False,False,False,False,True,False,0.08629094035004249,3255428039.873326,1,2,0,0,True,1,2,2,1,True,2,2,3,5,False
7773,29-1215,Family Medicine Physicians,Clinical,Monitor patients' conditions and progress and reevaluate treatments as necessary.,False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.11713357470219654,3245738534.1702347,3,1,3,7,False,3,1,4,7,False,3,1,4,8,False
1846,29-1141,Registered Nurses,Clinical,Direct or supervise less-skilled nursing or healthcare personnel or supervise a particular unit.,False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.010037084796172137,3240114036.7962165,3,0,2,6,False,3,0,3,9,False,4,1,4,8,False
950,11-2021,Marketing Managers,Marketing,"Develop pricing strategies, balancing firm objectives and customer satisfaction.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.04909445928658766,3235149300.290272,4,0,3,7,False,4,0,3,7,False,4,0,3,9,False
18092,15-1211,Computer Systems Analysts,IT & software,Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.05809892805697574,3231150195.558862,4,0,3,8,False,3,1,4,9,False,4,0,4,9,False
8857,11-3031,Financial Managers,Finance,"Supervise employees performing financial reporting, accounting, billing, collections, payroll, and budgeting duties.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.021882151706968864,3230107692.5586405,3,1,2,6,False,5,0,3,9,False,3,1,4,8,False
17335,29-1141,Registered Nurses,Clinical,"Conduct individual, group, or family psychotherapy for those with chronic or acute mental disorders.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.00996899481043863,3218133618.8740196,4,0,3,9,False,4,0,4,11,False,4,1,4,10,False
23194,41-3031,"Securities, Commodities, and Financial Services Sales Agents",Sales,Agree on buying or selling prices at optimal levels for clients.,False,"no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.06212272393886827,3217657165.3099275,4,0,3,8,False,2,1,3,10,False,1,1,4,7,False
7776,29-1215,Family Medicine Physicians,Clinical,"Advise patients and community members concerning diet, activity, hygiene, and disease prevention.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.11601159863875284,3214648891.8299026,4,1,1,5,False,4,0,2,6,False,4,0,4,6,False
51,11-9111,Medical and Health Services Managers,Clinical,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",False,"nobody can tell quickly whether it worked, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.04137017610024273,3214449986.4818153,3,1,3,6,False,3,2,3,5,False,3,1,4,8,False
18005,29-1141,Registered Nurses,Clinical,"Maintain departmental policies, procedures, objectives, or infection control standards.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.009931517590467747,3206035438.082116,3,1,2,5,False,3,1,4,7,False,4,1,4,7,False
18306,29-1141,Registered Nurses,Clinical,"Collaborate with members of multidisciplinary health care teams to plan, manage, or assess patient treatments.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.009929527335734397,3205392955.485896,3,0,2,7,False,2,1,4,8,False,3,1,4,7,False
2801,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Admin,"Schedule and confirm appointments for clients, customers, or supervisors.",False,no existing check settles it,False,False,False,False,False,False,False,False,True,False,0.03871243245233299,3204159695.0225935,2,1,1,5,False,1,1,1,4,False,1,2,1,4,True
21323,11-3031,Financial Managers,Finance,"Evaluate financial reporting systems, accounting or collection procedures, or investment activities and make recommendations for changes to procedures, operating systems, budgets, or other financial control functions.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.021696430024612533,3202692608.206444,4,0,3,8,False,4,1,3,7,False,4,0,4,8,False
509,29-2061,Licensed Practical and Licensed Vocational Nurses,Clinical,Answer patients' calls and determine how to assist them.,False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.07897315080565012,3198796993.645746,1,1,1,2,False,1,1,4,6,False,2,1,4,6,False
6,11-2022,Sales Managers,Sales,"Direct, coordinate, and review sales and service accounting and record-keeping, as well as receiving and shipping.",False,nobody can tell quickly whether it worked,False,False,False,False,False,False,False,False,False,False,0.03289284474335918,3190863744.3550854,2,2,2,5,False,2,1,3,5,False,2,1,3,5,False
979,11-3021,Computer and Information Systems Managers,IT & software,Evaluate data processing proposals to assess project feasibility and requirements.,False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.02628985575107076,3189554683.9072027,3,1,2,7,False,3,1,3,8,False,4,0,3,7,False
18016,29-1141,Registered Nurses,Clinical,"Read current literature, talk with colleagues, or participate in professional organizations or conferences to keep abreast of developments in nursing.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.00987212755197972,3186863487.1363287,5,0,0,5,False,5,0,1,8,False,5,1,2,5,False
9724,43-1011,First-Line Supervisors of Office and Administrative Support Workers,Admin,Develop work schedules according to budgets and workloads.,False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.029762624840680985,3185376576.1254005,2,1,1,6,False,2,1,2,6,False,2,1,2,6,False
6649,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",Education,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.04032054542129896,3185004600.32639,3,0,1,4,False,1,1,1,7,False,3,1,2,7,False
18864,13-1071,Human Resources Specialists,People,"Maintain current knowledge of Equal Employment Opportunity (EEO) and affirmative action guidelines and laws, such as the Americans with Disabilities Act (ADA).",False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.04357047800400334,3179566106.685056,5,0,2,1,False,1,1,0,1,False,1,1,3,1,False
21321,11-3031,Financial Managers,Finance,Develop or analyze information to assess the current or future financial status of firms.,False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.021469812448757702,3169240725.373342,3,1,2,5,False,4,1,3,5,False,4,0,4,5,False
779,43-6013,Medical Secretaries and Administrative Assistants,Admin,"Greet visitors, ascertain purpose of visit, and direct them to appropriate staff.",False,physical work — out of reach whatever its structure,False,True,False,False,False,True,False,False,False,False,0.08411546559521887,3161300263.581175,0,1,0,3,False,0,1,1,2,False,1,1,3,3,False
21524,13-2011,Accountants and Auditors,Finance,"Audit payroll and personnel records to determine unemployment insurance premiums, workers' compensation coverage, liabilities, and compliance with tax laws.",False,"nobody can tell quickly whether it worked, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.023340297625491526,3160157750.785883,2,2,2,5,False,1,2,3,2,False,3,1,4,6,False
8125,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales,Obtain credit information about prospective customers.,True,"checkable fast, an existing check settles it, survivable if wrong",False,False,False,False,False,False,False,False,True,False,0.030650002061932958,3158454379.620285,1,2,2,2,True,1,2,2,2,True,2,2,4,4,False
18311,29-1141,Registered Nurses,Clinical,Obtain specimens or samples for laboratory work.,False,physical work — out of reach whatever its structure,False,True,True,True,True,True,False,False,False,False,0.009782015741457786,3157774110.2821455,1,2,1,2,False,1,2,2,3,False,2,1,4,3,False
18008,29-1141,Registered Nurses,Clinical,"Develop, implement, or evaluate standards of nursing practice in specialty area, such as pediatrics, acute care, and geriatrics.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.00977476295414487,3155432807.1592073,4,0,2,8,False,4,1,4,8,False,4,1,4,7,False
2497,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",Finance,"Perform financial calculations, such as amounts due, interest charges, balances, discounts, equity, and principal.",True,"checkable fast, an existing check settles it, survivable if wrong",False,False,False,False,False,False,False,False,True,False,0.04167013373340395,3155402633.7839985,0,2,1,1,True,0,2,2,1,True,0,2,3,1,False
20278,43-5071,"Shipping, Receiving, and Inventory Clerks",Supply chain,"Deliver or route materials to departments using handtruck, conveyor, or sorting bins.",False,physical work — out of reach whatever its structure,False,True,True,True,True,True,False,False,False,False,0.08196813406311565,3153404946.2974143,0,2,0,0,False,1,1,1,1,False,0,2,2,3,False
720,41-3021,Insurance Sales Agents,Sales,"Customize insurance programs to suit individual customers, often covering a variety of risks.",False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.08316721291814791,3137581718.701487,3,1,2,6,False,1,1,3,6,False,4,1,4,8,False
3464,15-1211,Computer Systems Analysts,IT & software,"Provide staff and users with assistance solving computer-related problems, such as malfunctions and program problems.",False,no existing check settles it,False,False,False,False,False,False,False,False,False,True,0.05619676240420598,3125361962.85851,1,1,0,3,False,1,1,1,4,False,1,1,2,5,False
15665,11-3031,Financial Managers,Finance,Attend investment briefings or consult financial media to stay abreast of relevant investment markets.,False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.02116755063621525,3124622708.8759446,5,0,0,1,False,5,0,2,6,False,1,1,2,1,False
6580,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",Education,"Observe and evaluate students' performance, behavior, social development, and physical health.",False,physical work — out of reach whatever its structure,False,True,False,False,False,True,False,False,False,False,0.07176063388743321,3116205978.653781,5,0,1,7,False,3,1,3,10,False,2,1,4,6,False
8859,11-3031,Financial Managers,Finance,"Maintain current knowledge of organizational policies and procedures, federal and state policies and directives, and current accounting standards.",False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.021049281865151804,3107164605.47198,5,0,0,2,False,5,0,3,7,False,1,1,4,4,False
15664,11-3031,Financial Managers,Finance,"Develop, implement, or monitor security valuation policies.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.02099915331239773,3099764939.020705,4,1,3,6,False,4,1,4,6,False,3,1,4,8,False
3327,11-9021,Construction Managers,Operations,Develop or implement quality control programs.,False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.07461711752097919,3092016589.203881,4,1,3,7,False,4,0,3,8,False,3,1,4,8,False
2770,43-6011,Executive Secretaries and Executive Administrative Assistants,Admin,Manage and maintain executives' schedules.,False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.08475958718499878,3078305942.8054485,2,0,1,8,False,2,1,2,10,False,2,1,3,9,False
15980,13-1199,"Business Operations Specialists, All Other",Operations,"Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste generation, and recycling.",False,nobody can tell quickly whether it worked,False,False,False,False,False,False,False,False,False,False,0.02943280497459595,3063248887.204415,2,2,1,3,False,2,1,1,1,False,2,2,2,3,False
6646,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",Education,Assign and grade class work and homework.,False,no existing check settles it,False,False,False,False,False,False,False,False,False,True,0.03873141767285638,3059476060.560598,1,1,0,1,False,1,1,1,3,False,1,1,2,4,False
2502,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",Finance,Compare computer printouts to manually maintained journals to determine if they match.,True,"checkable fast, an existing check settles it, survivable if wrong",False,False,False,False,False,False,False,True,False,False,0.040309596320186554,3052378166.3202333,0,2,1,0,True,0,2,1,2,True,0,2,2,2,True
2494,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",Finance,Access computerized financial information to answer general questions as well as those related to specific accounts.,False,no existing check settles it,False,False,False,False,False,False,False,False,False,True,0.04022535677306702,3045999264.573713,1,1,0,3,False,1,1,1,5,False,1,1,2,3,False
663,41-1011,First-Line Supervisors of Retail Sales Workers,Retail front line,"Enforce safety, health, and security rules.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.052152509287188384,3032943743.7922845,2,1,3,3,False,2,1,3,6,False,2,1,4,7,False
2402,41-2011,Cashiers,Retail front line,Count money in cash drawers at the beginning of shifts to ensure that amounts are correct and that there is adequate change.,False,physical work — out of reach whatever its structure,False,True,True,False,True,True,False,False,False,False,0.03032240211810183,3030730347.2158346,0,2,1,0,False,0,2,1,0,False,0,2,2,1,False
20189,13-2052,Personal Financial Advisors,Finance,"Recommend financial products, such as stocks, bonds, mutual funds, or insurance.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.07025108057613695,3028438602.122419,4,0,3,6,False,4,1,3,6,False,4,0,4,6,False
783,43-6013,Medical Secretaries and Administrative Assistants,Admin,"Transmit correspondence or medical records by mail, e-mail, or fax.",False,a failure is too expensive,False,False,False,False,False,False,False,False,True,False,0.0805089266859735,3025756195.3918734,0,2,2,2,True,0,1,3,1,False,2,2,4,3,False
510,29-2061,Licensed Practical and Licensed Vocational Nurses,Clinical,"Measure and record patients' vital signs, such as height, weight, temperature, blood pressure, pulse, or respiration.",False,physical work — out of reach whatever its structure,False,True,True,False,True,True,False,False,False,False,0.07447159871714669,3016462223.656877,0,2,1,0,False,0,1,4,2,False,0,2,4,2,False
21315,11-3031,Financial Managers,Finance,Evaluate data pertaining to costs to plan budgets.,False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.020366471387248706,3006372352.188587,3,1,2,5,False,4,1,3,7,False,3,1,3,5,False
18017,29-1141,Registered Nurses,Clinical,Monitor or evaluate medical conditions of patients in collaboration with other health care professionals.,False,"no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.009273367443753717,2993575189.7138963,2,1,3,7,False,1,1,4,5,False,2,1,4,6,False
6645,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",Education,"Maintain accurate and complete student records as required by laws, district policies, and administrative regulations.",False,"nobody can tell quickly whether it worked, and a failure is too expensive",False,False,False,False,False,False,False,False,True,False,0.037887434910216775,2992808088.8475127,2,2,2,1,False,0,2,2,2,True,1,2,4,3,False
751,43-4171,Receptionists and Information Clerks,Customer support,Schedule appointments and maintain and update appointment calendars.,False,no existing check settles it,False,False,False,False,False,False,False,False,True,True,0.08065833746970509,2990863290.9260054,1,2,0,4,True,1,1,1,5,False,1,1,1,5,False
778,43-6013,Medical Secretaries and Administrative Assistants,Admin,"Receive and route messages or documents, such as laboratory results, to appropriate staff.",False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.07957896675313025,2990805635.943453,1,1,2,3,False,0,1,3,1,False,1,1,4,3,False
12913,13-2052,Personal Financial Advisors,Finance,"Prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections.",False,no existing check settles it,False,False,False,False,False,False,False,False,False,True,0.06929792949007596,2987349418.596571,1,1,1,2,False,1,1,2,3,False,1,1,3,4,False
2500,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",Finance,"Receive, record, and bank cash, checks, and vouchers.",False,physical work — out of reach whatever its structure,False,True,True,False,True,True,False,False,False,False,0.03943912166596507,2986462898.705652,1,2,1,0,False,2,2,2,2,False,2,2,3,4,False
15384,11-1011,Chief Executives,Executive,"Develop or execute strategies to address issues such as energy use, resource conservation, recycling, pollution reduction, waste elimination, transportation, education, and building design.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.05351827351595679,2977172409.8621063,4,0,3,9,False,4,0,4,11,False,4,0,4,10,False
12909,13-2052,Personal Financial Advisors,Finance,"Implement financial planning recommendations, or refer clients to someone who can assist them with plan implementation.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.06870498089130794,2961788126.0035367,2,1,2,4,False,2,1,3,3,False,2,1,4,5,False
18857,13-1071,Human Resources Specialists,People,Contact job applicants to inform them of the status of their applications.,True,"checkable fast, an existing check settles it, survivable if wrong",False,False,False,False,False,False,False,True,False,False,0.040498668375837675,2955400060.6066318,0,2,0,1,True,0,2,0,2,True,1,2,1,3,True
5435,13-1161,Market Research Analysts and Marketing Specialists,Marketing,Measure and assess customer and employee satisfaction.,False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.039818164194082836,2952511180.9937625,2,1,1,4,False,3,1,2,6,False,3,1,2,6,False
20279,43-5071,"Shipping, Receiving, and Inventory Clerks",Supply chain,"Determine shipping methods, routes, or rates for materials to be shipped.",False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.07669205400473535,2950428300.0272117,2,1,2,5,False,1,1,1,2,False,2,1,2,3,False
23192,41-3031,"Securities, Commodities, and Financial Services Sales Agents",Sales,Make bids or offers to buy or sell securities.,False,a failure is too expensive,False,False,False,False,False,False,False,False,True,False,0.056960321118169045,2950269623.794766,1,2,2,5,True,0,2,4,4,False,1,2,4,2,False
2509,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",Finance,"Match order forms with invoices, and record the necessary information.",True,"checkable fast, an existing check settles it, survivable if wrong",False,False,False,False,False,False,False,True,False,False,0.03888470147720586,2944480337.8858047,1,2,1,0,True,0,2,2,1,True,0,2,2,3,True
963,11-2021,Marketing Managers,Marketing,"Initiate market research studies, or analyze their findings.",False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.04461847590040079,2940198001.704745,3,1,2,5,False,1,1,2,5,False,3,1,2,6,False
507,29-2061,Licensed Practical and Licensed Vocational Nurses,Clinical,"Observe patients, charting and reporting changes in patients' conditions, such as adverse reactions to medication or treatment, and taking any necessary action.",False,physical work — out of reach whatever its structure,False,True,False,False,False,True,False,False,False,False,0.07257062997612974,2939463737.0605373,2,1,3,4,False,1,1,4,7,False,2,1,4,7,False
6543,25-2021,"Elementary School Teachers, Except Special Education",Education,Read books to entire classes or small groups.,False,no existing check settles it,False,False,False,False,False,False,False,False,False,True,0.030144273680993487,2930020664.692517,1,1,0,1,False,0,1,0,4,False,1,1,0,4,False
59,11-9111,Medical and Health Services Managers,Clinical,"Consult with medical, business, and community groups to discuss service problems, respond to community needs, enhance public relations, coordinate activities and plans, and promote health programs.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.03767427938808628,2927279946.21796,5,0,1,9,False,4,1,3,11,False,5,0,3,11,False
745,43-4171,Receptionists and Information Clerks,Customer support,Receive payment and record receipts for services.,False,physical work — out of reach whatever its structure,False,True,False,False,True,False,False,False,False,False,0.07890937122647068,2926010492.0950937,2,2,1,1,False,2,2,1,2,False,2,2,2,3,False
18090,15-1211,Computer Systems Analysts,IT & software,"Translate nursing practice information between nurses and systems engineers, analysts, or designers, using object-oriented models or other techniques.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.05259810160429,2925223785.8512597,2,0,1,7,False,2,1,2,8,False,2,1,4,7,False
12905,13-2052,Personal Financial Advisors,Finance,Answer clients' questions about the purposes and details of financial plans and strategies.,False,no existing check settles it,False,False,False,False,False,False,False,False,False,True,0.06779545714980445,2922579664.21581,1,1,0,3,False,1,1,2,8,False,1,1,3,6,False
6552,25-2021,"Elementary School Teachers, Except Special Education",Education,"Provide a variety of materials and resources for children to explore, manipulate, and use, both in learning activities and in imaginative play.",False,physical work — out of reach whatever its structure,False,True,True,True,True,True,False,False,False,False,0.030060327671210713,2921861120.163929,2,0,0,4,False,1,1,0,8,False,2,1,2,6,False
1850,29-1141,Registered Nurses,Clinical,"Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.009044686414068711,2919753693.803652,4,0,1,5,False,3,0,2,7,False,4,1,4,8,False
20950,15-1211,Computer Systems Analysts,IT & software,Troubleshoot program and system malfunctions to restore normal functioning.,False,a failure is too expensive,False,False,False,False,False,False,False,False,True,False,0.05239808112309538,2914099721.4572663,1,2,2,2,True,1,2,3,4,False,1,1,3,4,False
2800,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Admin,Maintain scheduling and event calendars.,False,no existing check settles it,False,False,False,False,False,False,False,False,True,True,0.03517086619713598,2911030508.0068474,1,1,1,4,False,1,1,1,5,False,1,2,1,4,True
1320,15-1244,Network and Computer Systems Administrators,IT & software,Operate master consoles to monitor the performance of computer systems and networks and to coordinate computer network access and use.,False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.09046485601220208,2903018794.4735737,1,1,1,3,False,1,1,3,5,False,2,1,3,5,False
7224,11-9141,"Property, Real Estate, and Community Association Managers",Operations,"Manage and oversee operations, maintenance, administration, and improvement of commercial, industrial, or residential properties.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.12209384846407811,2902590194.779381,5,0,3,11,False,4,1,3,10,False,4,0,4,10,False
5215,11-9032,"Education Administrators, Kindergarten through Secondary",Education,"Counsel and provide guidance to students regarding personal, academic, vocational, or behavioral issues.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.08012572883878619,2900302753.827473,5,0,2,8,False,4,1,3,11,False,5,0,4,10,False
20182,13-2052,Personal Financial Advisors,Finance,"Recommend to clients strategies in cash management, insurance coverage, investment planning, or other areas to help them achieve their financial goals.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.06710021566265365,2892608649.67458,4,0,3,7,False,4,1,3,7,False,4,0,4,6,False
6561,25-2021,"Elementary School Teachers, Except Special Education",Education,"Organize and lead activities designed to promote physical, mental, and social development, such as games, arts and crafts, music, and storytelling.",False,physical work — out of reach whatever its structure,False,True,True,False,True,True,False,False,False,False,0.029744663317773267,2891178573.6721325,2,0,0,4,False,1,1,1,8,False,3,0,2,7,False
6102,25-1071,"Health Specialties Teachers, Postsecondary",Education,"Evaluate and grade students' class work, assignments, and papers.",False,no existing check settles it,False,False,False,False,False,False,False,False,False,True,0.09347591054901598,2889793949.535659,1,1,1,4,False,1,1,1,4,False,1,1,2,4,False
508,29-2061,Licensed Practical and Licensed Vocational Nurses,Clinical,"Administer prescribed medications or start intravenous fluids, noting times and amounts on patients' charts.",False,physical work — out of reach whatever its structure,False,True,True,False,True,True,False,False,False,False,0.07128306888806257,2887311246.0477333,1,2,4,1,False,0,1,4,2,False,2,1,4,4,False
18310,29-1141,Registered Nurses,Clinical,"Set up, operate, or monitor invasive equipment and devices, such as colostomy or tracheotomy equipment, mechanical ventilators, catheters, gastrointestinal tubes, and central lines.",False,physical work — out of reach whatever its structure,False,True,True,True,True,True,False,False,False,False,0.008931495969972305,2883214205.0780177,1,1,4,2,False,1,2,4,4,False,2,1,4,5,False
1847,29-1141,Registered Nurses,Clinical,Prepare patients for and assist with examinations or treatments.,False,physical work — out of reach whatever its structure,False,True,True,False,True,True,False,False,False,False,0.008891241511700468,2870219492.1769223,1,1,1,2,False,1,1,2,3,False,2,1,4,5,False
